MASV1,LA1003,MI1003,PE1003,CH1003,MT1003,PH1003,LA1005,PE1005,MT1005,MT1007,LA1007,MT1009,LA1009,MT2001,PE1007,SP1007,SP1003,SP1005,SP1009
85813959.0,,,7.0,,,,,8.0,8.5,,,,,,5.0,,,,
85817951.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
85834066.0,7.5,,9.0,8.0,6.0,7.0,8.0,5.0,,9.0,,,,,,,9.0,,
85835241.0,6.5,,7.0,,6.0,5.5,,9.0,2.5,7.5,,,,,,,,,
85849247.0,0.0,DT,6.0,7.0,6.0,6.0,,8,6,8,,,,1.5,4.0,,5.0,,5.5
85869973.0,3.0,,5.0,13.0,3.0,2.5,,6,4.5,1.0,,1.5,,,4.0,5.0,6.5,6.5,6.0
85871375.0,7.5,,5.0,8.5,10.0,8.0,6.5,5,,8.5,8.5,,9.5,,5.0,,7.5,7.0,6.5
85875423.0,10.0,DT,5.0,7.0,6.0,5.0,8.0,5,7,7,5.5,,4.5,,5.0,5.5,6.0,6.5,5.5
85876764.0,,,5.0,,,,,,,,,,,,,,,,
85882893.0,5.5,,8.0,9.5,7.5,8.5,6.5,6.0,9.0,9.5,7.0,,,,,9.0,9.5,9.0,
85890442.0,,,,,5.5,,,,,13.0,,,,,,,,13.0,6.0
85899468.0,10.0,DT,5.0,4.5,1.5,5.5,8.5,VT,VT,VT,0.0,,,,,,,,
85901244.0,3.0,,6.0,5.5,5.0,3.5,3.5,5,,6.0,,8.5,,4.5,4.0,,8.0,8.5,7.0
85902123.0,12.0,,6.0,5.0,5.5,6.0,12.0,7.0,5.0,1.0,12.0,,12.0,,,,7.0,,
85904853.0,6.5,,5.0,7.5,6.0,5.5,,7.0,2.0,7.5,,8.0,,2.0,7.0,7.0,,,
85905405.0,,,5.0,7.0,7.0,7.5,,5.0,,5.5,,,,,,,,,
85911313.0,5.5,,6.0,5.5,2.0,6.5,5.5,5.0,6.5,6.5,2.5,,,5.0,7.0,,,,
85912018.0,6.0,,7.0,7.0,0.0,2.5,6.0,8.0,5.0,2.0,5.0,,,13.0,7.0,7.5,,,
85915044.0,10.0,DT,6.0,6.5,6.0,5.0,10.0,5,6,7.5,10.0,9.5,8.0,6.0,7.0,,8.0,8.5,7.0
85916917.0,,,5.0,5.5,0.0,4.0,,5.0,0.0,0.0,,2.0,,0.0,6.0,,5.0,,
85933566.0,,,,,,,,,,,,,,13.0,5.0,,,,
85942910.0,10.0,DT,5.0,8.5,9.5,8.5,10.0,5,9.5,9,10.0,9.5,9.5,5.5,6.0,7.5,8.0,7.5,8.5
85953433.0,6.5,,8.0,8.5,7.0,7.5,7.0,7,5.5,7.0,,9.5,,7.0,5.0,,8.5,6.5,
85961418.0,12.0,,6.0,6.0,4.5,4.0,12.0,7.0,1.5,5.0,6.5,7.0,6.5,,,,,,
85971833.0,,,13.0,,,,,,,,,,,,,,,,
85972347.0,5.5,,13.0,4.0,2.0,5.5,13.0,1.0,5.0,5.0,4.0,,,,5.0,5.5,5.0,4.5,11.0
85992770.0,5.5,,5.0,5.5,6.5,5.0,,7.0,5.5,6.0,,6.0,,,,,,,
85994558.0,12.0,,7.0,7.5,5.0,6.5,12.0,6.0,7.5,8.0,7.5,,8.0,,,,6.0,7.0,
86003217.0,12.0,,5.0,,5.0,7.5,12.0,6.0,6.0,8.5,7.5,,6.5,,,,,,
86005059.0,10.0,DT,7,8.5,8,7.5,10.0,5.0,8.5,9.0,10.0,7.5,9.5,6.5,3.0,8.0,7.5,7.5,7.5
86011043.0,,,8.0,8.0,7.5,8.5,,5.0,8.0,10.0,,,,,,,,,
86014610.0,7.5,DT,5,5.5,5,5.0,5.5,5.0,,5.0,5.5,1.0,5.0,,6.0,6.0,5.0,5.0,6.5
86022207.0,5.5,,6.0,6.5,5.0,4.5,6.0,6.0,2.0,7.0,6.0,7.5,5.0,7.0,9.0,,7.5,,
86023827.0,12.0,,7.0,6.5,4.5,7.5,6.0,5.0,6.5,6.5,7.5,,,,,,8.5,8.0,
86050351.0,10.0,DT,VT,0.0,VT,1.5,10.0,,,,,,,,,,,,
86063184.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,6.0,12.0,4.0,12.0,12.0,12.0,12.0,12.0
86064229.0,10.0,12,12,6.0,6.5,6.0,10.0,12.0,7.5,7.5,10.0,8.0,10.0,,12.0,,7.5,7.0,2.0
86066732.0,5.5,,6.0,6.5,7.0,7.0,5.5,7.0,,8.5,5.5,6.0,3.0,8.0,3.0,6.0,6.5,7.5,8.0
86069360.0,13.0,,13.0,,13.0,0.0,,,,13.0,,,,,,,,,
86074057.0,12.0,,6.0,6.0,6.0,5.5,12.0,,,,12.0,,8.5,,,,,,
86082954.0,7.5,,9.0,6.5,4.0,5.5,6.0,7.0,5.5,7.5,5.0,5.0,,4.0,5.0,,7.5,7.5,
86086473.0,6.5,,5.0,6.0,2.0,5.0,13.0,8.0,0.0,5.0,,,,,,,,,
86087204.0,5.5,,8.0,7.5,6.0,6.0,5.5,5.0,1.0,8.0,7.5,,,,5.0,,8.0,7.5,7.5
86103187.0,,,8.0,7.0,5.5,5.0,,5.0,1.0,7.0,,4.5,,13.0,13.0,,6.0,,
86109734.0,8.0,,5.0,7.5,6.5,6.0,7.5,5.0,,8.5,6.5,,6.0,,5.0,,6.0,7.5,6.0
86121041.0,10.0,DT,7,8.0,2.5,6.5,9.5,7.0,8.0,8.5,7.0,8.0,5.5,2.0,5.0,,8.0,8.0,7.5
86133257.0,7.0,,7.0,6.5,5.5,6.0,6.5,7.0,5.0,8.0,6.0,9.0,5.0,6.0,5.0,5.5,7.5,,
86141195.0,10.0,,6.0,5.5,6.0,6.0,10.0,7.0,6.0,8.5,9.0,7.5,8.5,5.5,7.0,7.0,7.5,,
86141378.0,,,VT,5.5,2.5,4.0,,5.0,,0.0,,,,,,,,,
86143263.0,10.0,,8.0,9.0,9.5,9.0,10.0,5.0,,9.5,13.0,9.0,10.0,7.0,7.0,8.5,8.0,6.5,6.0
86143372.0,10.0,DT,5,5.5,5,6.5,6.0,5.0,8.0,7.5,8.5,9.5,8.0,13.0,8.0,,7.5,6.5,8.0
86146413.0,,,,,,,,,,,,,,6.0,,,,,
86165382.0,7.0,,7.0,6.5,8.0,,5.0,8.0,8.5,7.5,7.5,,5.5,,8.0,,8.0,,13.0
86171266.0,5.0,,7.0,5.0,5.0,,2.5,8.0,6.5,6.0,2.5,7.5,,6.5,5.0,6.0,5.5,6.0,6.0
86180773.0,,,5.0,7.0,5.5,6.0,,6.0,6.0,5.0,,,,,,,,,
86182193.0,,,6.0,6.0,7.5,8.0,,5.0,6.0,6.0,,,,,,,,,
86183908.0,,,7.0,4.5,0.5,4.0,,13.0,13.0,13.0,,,,,,,,,
86194733.0,,,5.0,,8.0,8.0,,,,,,,,,,,,,
86195288.0,,,,,,,,5.0,,,,,,,,,,2.0,
86197089.0,,,5.0,5.5,4.5,7.0,,5.0,5.0,7.0,,5.5,,5.0,7.0,,,,
86201532.0,10.0,,6.0,5.0,4.5,6.5,10.0,5.0,5.5,7.0,10.0,,8.5,,,5.5,,,
86210479.0,2.5,DT,6.0,6.0,6,5.5,2.0,5.0,5.0,5.5,,6.0,,1.5,5.0,,7.0,6.0,5.0
86218457.0,10.0,DT,5.0,,VT,3.0,10.0,,,VT,,,,,,,,,
86223570.0,,,13.0,,13.0,13.0,,,,13.0,,,,,,,,,
86233150.0,,,,,,,,,,,,,,5.5,,,,,
86251260.0,6.5,,7.0,7.5,5.0,5.5,,5.0,6.5,8.5,,,,,,,9.0,9.0,
86252093.0,,,5.0,8.0,10.0,9.0,,5.0,9.0,9.5,,,,,,,,,
86263568.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
86276248.0,,,13.0,,,,,,,,,,,,,,,,
86279826.0,2.0,,5.0,5.5,4.5,6.0,,7.0,6.0,7.0,,1.0,,3.5,5.0,,6.5,5.0,
86283781.0,10.0,DT,6.0,6.5,5,6.5,10.0,8.0,5.5,5.0,10.0,6.5,8.0,,7.0,,6.0,6.5,2.0
86286420.0,10.0,,9.0,5.5,12.0,5.5,10.0,5.0,4.5,5.5,13.0,7.0,,4.0,8.0,12.0,12.0,,
86286481.0,5.5,,5.0,5.5,2.0,6.0,,7.0,7.5,8.0,,7.5,,8.0,6.0,,,,
86287427.0,9.0,,8.0,7.0,6.5,5.5,8.5,6.0,,7.0,8.0,,8.0,,5.0,,6.5,7.0,5.5
86306973.0,3.5,12,7.0,6.0,VT,5.5,13.0,5.0,5.0,6.5,,6.0,,13.0,6.0,6.0,7.5,13.0,13.0
86307362.0,5.0,,7.0,5.0,2.0,,6.0,5.0,6.5,12.0,6.0,7.5,6.5,5.0,6.0,,6.0,,5.5
86308770.0,9.0,,7.0,6.0,5.5,5.5,6.0,6.0,7.0,12.0,6.0,8.0,7.0,6.5,8.0,6.5,6.5,8.0,4.5
86316277.0,6.0,,7.0,13.0,6.5,6.0,3.5,4.0,3.0,7.0,2.5,,,5.5,5.0,,7.5,6.0,
86320308.0,10.0,,7.0,6.0,0.0,6.0,8.5,5.0,4.0,5.5,10.0,0.0,8.5,1.5,3.0,,,,
86322236.0,12.0,,7.0,5.5,5.0,5.5,12.0,7.0,,7.0,9.0,,9.0,,,,7.0,,
86323327.0,,,5.0,6.0,5.5,7.5,,7.0,,1.5,,,,,,,,,
86324187.0,6.0,,8.0,6.0,7.0,6.5,5.5,6.0,8.5,8.0,7.0,6.0,7.0,8.5,7.0,8.5,6.5,,
86330062.0,3.0,,5.0,6.5,2.0,6.0,,7.0,2.0,5.5,,1.0,,0.0,8.0,6.0,4.5,,
86332406.0,10.0,DT,6.0,5.5,5,5.0,10.0,5.0,6.0,8.0,10.0,8.0,10.0,6.5,5.0,,6.5,7.0,5.0
86346033.0,6.5,,5.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,9.0,6.5,4.5,3.0,4.5,7.0,6.5,6.5
86354976.0,12.0,,5.0,5.5,4.0,2.0,7.0,6.0,1.0,5.0,7.0,,,,,,,,
86367629.0,7.0,,7.0,6.5,6.0,5.5,4.0,4.0,2.5,8.0,5.0,1.0,6.0,5.5,6.0,,,,
86369773.0,10.0,DT,7.0,6.0,2,4.5,8.0,5.0,2.0,5.5,8.0,13.0,13.0,0.0,3.0,,0.0,,
86370706.0,,,,,,,,,,,,13.0,,1.0,,,,,
86376016.0,,,13.0,0.0,0.5,1.0,,3.0,,0.5,,,,,,,,,
86377623.0,13.0,,5.0,6.0,5.0,7.0,,5.0,6.0,6.5,,5.0,,6.0,5.0,5.5,,,
86388206.0,,,6.0,7.5,6.0,6.0,,7.0,6.0,7.5,,8.0,,,,,,,
86392654.0,10.0,DT,6.0,9.0,9.5,7.5,10.0,5.0,4.5,8.0,8.0,10.0,10.0,7.0,5.0,,7.0,,5.5
86431732.0,10.0,DT,7.0,7.5,8.0,7.0,10.0,7.0,8.0,7.0,10.0,7.5,7.5,7.0,5.0,,6.5,7.5,7.0
86433998.0,5.5,,5.0,7.0,6.0,,5.0,5.0,8.5,9.0,6.5,,,,5.0,6.5,5.5,,5.0
86435697.0,10.0,DT,6.0,5.5,6.0,6.0,10.0,5.0,,7.5,10.0,8.0,10.0,,6.0,,6.5,7.5,7.5
86436749.0,12.0,,5.0,5.5,1.0,4.0,12.0,5.0,1.5,5.5,12.0,,12.0,,,,,,
86448035.0,,,5.0,5.5,2.5,4.0,,5.0,5.5,5.0,,,,,,,,,
86454010.0,,,5.0,,,,,6.0,8.0,,,,,,7.0,,7.5,8.0,
86455769.0,7.5,,6.0,4.0,2.0,4.5,7.0,5.0,,5.5,5.5,6.5,13.0,4.5,5.0,11.0,7.0,7.0,7.0
86462302.0,5.0,,4.0,6.0,5.5,6.5,,6.0,6.0,5.5,,6.5,,,,,,,
86463474.0,8.0,,6.0,5.0,5.0,4.5,8.0,7.0,1.5,6.5,7.5,5.0,4.5,5.5,5.0,,6.5,,
86468331.0,7.0,,6.0,8.0,7.5,9.0,13.0,5.0,,10.0,8.0,10.0,7.0,8.0,6.0,7.0,7.0,7.0,
86483276.0,7.0,12,7.0,6.0,2.0,5.5,8.0,5.0,7.5,6.5,7.0,6.5,2.5,5.5,6.0,7.0,7.5,,6.0
86491769.0,,,,,,,,,,,,,,,,,,6.0,
86499210.0,12.0,,6.0,6.5,5.5,5.5,7.0,8.0,8.0,6.5,6.5,,,,,,,,
86499348.0,12.0,,6.0,5.5,5.5,4.5,12.0,5.0,,7.5,12.0,,12.0,,,,8.5,,
86501452.0,,,5.0,7.5,7.0,5.0,,6.0,,8.0,,,,,,,,,
86503694.0,12.0,,4.0,0.0,5.5,5.5,12.0,13.0,13.0,6.5,12.0,,12.0,,,,,,
86504393.0,12.0,12.0,12.0,12.0,8.4,5.8,12.0,12.0,5.6,5.3,12.0,7.2,12.0,6.1,12.0,5.1,6.8,7.65,7.0
86516151.0,6.5,DT,5.0,13.0,5.5,7.5,6.0,5.0,6.5,6.0,0.0,,,,13.0,,,,
86516656.0,10.0,,6.0,6.5,5.0,6.0,6.0,6.0,4.0,8.0,13.0,,,5.5,6.0,5.5,6.5,5.5,7.5
86518289.0,0.0,,6.0,5.5,6.0,5.0,5.0,5.0,2.0,5.0,6.5,6.0,,6.5,5.0,5.5,7.5,,
86520567.0,4.0,,6.0,6.0,5.0,5.5,5.5,8.0,5.5,7.0,,7.0,,6.0,6.0,7.0,7.0,,5.5
86523032.0,7.5,,9.0,7.0,5.0,5.0,,7.0,,7.5,7.5,8.0,7.5,5.0,6.0,,6.5,6.5,5.0
86527059.0,10.0,,6.0,6.0,6.5,,8.0,5.0,2.5,6.0,8.5,7.0,8.0,5.0,5.0,,,,
86539251.0,,,3.0,,,,,,,,,,,,,,,,
86541211.0,10.0,DT,5.0,8.5,6.5,7.0,8.5,7.0,7.0,6.0,,6.5,4.0,4.5,6.0,7.5,7.0,5.5,6.5
86543615.0,12.0,,5.0,6.0,5.0,6.5,12.0,5.0,8.0,8.0,12.0,,6.5,,,,,,
86548013.0,6.0,DT,5.0,5.5,5.0,2.5,5.0,6.0,6.0,6.0,13.0,,2.5,4.0,6.0,,5.0,6.0,5.0
86550047.0,8.0,,7.0,5.5,7.5,6.0,0.0,5.0,,8.5,6.0,8.5,,,7.0,7.0,7.0,6.0,5.5
86553706.0,7.5,,7.0,7.5,7.0,6.0,6.5,5.0,5.5,8.0,,,,,,,7.0,6.0,
86559776.0,10.0,,4.0,7.5,6.0,6.5,10.0,5.0,5.5,8.5,,,,6.0,6.0,7.0,7.0,,
86565049.0,,,7.0,6.5,2.0,5.5,,10.0,1.5,5.5,,,,,,,,,
86567624.0,5.5,DT,6.0,5.5,6.5,3.5,6.0,8.0,5.5,6.5,3.0,,3.5,5.0,7.0,,6.0,5.5,6.0
86576231.0,7.0,,6.0,8.0,7.5,8.5,6.5,6.0,,9.0,5.5,9.0,4.5,6.5,4.0,,5.5,6.5,
86576984.0,8.0,,6.0,9.0,8.0,,6.0,6.0,9.5,9.0,6.5,9.0,7.5,7.0,6.0,,8.5,,
86580276.0,7.0,,7.0,6.0,6.0,7.0,6.0,7.0,6.5,7.0,0.0,2.0,0.0,13.0,6.0,4.5,5.5,,
86580513.0,,,7.0,6.5,7.0,6.0,,6.0,6.5,7.0,,6.5,,,,,,,
86587164.0,10.0,DT,7.0,8.0,7.5,7.0,10.0,7.0,8.5,10.0,10.0,9.5,9.5,6.5,7.0,,,6.0,6.5
86588871.0,10.0,,8.0,6.0,5.0,5.5,10.0,9.0,7.5,8.5,10.0,,10.0,,,,,,
86590772.0,7.5,,5.0,7.0,2.5,7.0,5.0,5.0,,7.5,6.5,,4.0,,8.0,6.5,7.5,6.5,8.5
86594142.0,7.0,,7.0,8.0,7.5,8.0,6.0,7.0,,9.5,5.0,9.5,,6.0,6.0,7.5,8.0,8.0,
86594538.0,0.0,,8.0,7.5,5.5,6.5,7.5,7.0,5.0,8.0,,,,,7.0,,,,
86595344.0,5.0,,5.0,5.5,2.0,5.0,5.5,5.0,4.5,5.0,2.5,8.0,7.0,0.0,5.0,,6.5,,
86596921.0,10.0,DT,7.0,6.0,6.0,7.0,10.0,6.0,7.0,8.0,10.0,9.0,10.0,5.5,13.0,4.5,6.5,5.5,4.5
86603076.0,10.0,,4.0,8.5,7.5,8.0,10.0,5.0,7.0,9.2,10.0,9.0,8.5,,,,,,
86603623.0,10.0,,7.0,13.0,,6.0,10.0,13.0,13.0,7.5,13.0,0.0,,,,,,,
86605500.0,6.5,,5.0,6.0,6.0,6.0,13.0,7.0,,8.0,6.5,5.5,,,5.0,5.5,7.0,6.5,8.0
86615733.0,6.5,DT,5.0,6.0,5.0,5.5,7.0,7.0,5.0,5.0,7.0,,6.0,,5.0,5.5,6.5,6.0,5.0
86627563.0,5.5,,7.0,7.0,6.5,5.0,,6.0,2.0,9.0,,,,,13.0,7.5,9.0,8.5,7.5
86628324.0,8.0,,6.0,8.0,7.0,6.5,8.5,8.0,7.0,7.5,7.5,9.5,7.0,7.5,7.0,8.5,9.0,,
86628541.0,10.0,DT,6.0,6.5,8.5,7.0,10.0,7.0,5.5,7.0,9.5,,7.0,,5.0,7.0,8.5,7.0,7.0
86629206.0,,,6.0,6.0,2.0,5.5,,5.0,4.0,8.0,,8.0,,,,,,,
86634323.0,6.5,,7.0,5.0,13.0,3.0,7.0,5.0,0.0,5.0,,,,,,,,,
86636393.0,,,,,,,,,,,,,,,5.0,,,,
86640131.0,7.0,,3.0,6.5,2.5,6.5,5.5,5.0,,5.0,,7.0,,5.0,5.0,6.5,7.0,,7.5
86642564.0,,,7.0,9.0,9.0,8.5,,5.0,,9.5,,,,,,,,,
86645269.0,5.0,,7.0,6.0,5.5,5.0,5.0,5.0,6.5,6.5,,6.5,,4.5,6.0,5.5,6.5,,4.5
86649710.0,,,7.0,,,,,,,,,,,,,,,,
86650509.0,7.0,,7.0,5.5,1.5,4.5,7.0,6.0,6.0,7.0,13.0,5.5,4.5,6.0,5.0,7.0,7.0,,
86669372.0,,,6.0,0.0,1.0,3.0,,5.0,0.0,2.0,,,,13.0,13.0,,,,
86673652.0,13.0,DT,6.0,5.5,5.5,5.0,13.0,7.0,5.5,8.0,,6.0,,,7.0,,2.5,11.0,
86688333.0,12.0,,7.0,7.5,7.0,6.5,8.0,6.0,5.5,7.5,7.5,,,,,,7.0,8.0,
86696790.0,10.0,DT,6.0,7.5,9.5,8.0,10.0,5.0,8.0,8.0,10.0,8.5,7.5,,5.0,,7.5,7.5,4.5
86702408.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,23.0,12.0,12.0,5.5,12.0,13.0,12.0,12.0,12.0,12.0,12.0
86704762.0,,,,1.5,,,,,,,,,,,,,,,
86722595.0,10.0,,8.0,4.5,13.0,,8.0,5.0,13.0,13.0,6.0,5.0,4.0,13.0,6.0,,11.0,23.0,
86730353.0,12.0,,6.0,4.5,1.0,2.0,12.0,6.0,,6.0,12.0,,12.0,,,,7.0,,
86737492.0,6.0,DT,6.0,7.0,7.5,8.0,6.5,5.0,8.5,8.5,4.5,6.5,3.5,5.0,5.0,,7.5,6.5,7.5
86759071.0,8.0,DT,7.0,7.5,7.5,6.5,8.0,6.0,,7.5,13.0,13.0,,,,,8.0,13.0,
86759493.0,13.0,DT,8.0,6.0,7.5,4.5,,5.0,5.0,6.5,,7.0,,6.0,,,7.0,6.0,7.0
86764621.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
86765116.0,13.0,DT,7.0,7.5,8.5,6.0,,5.0,6.0,6.5,,6.0,,5.5,5.0,6.0,6.5,7.0,
86767353.0,13.0,,6.0,6.0,2.0,6.5,,5.0,2.5,5.5,,5.5,,,5.0,7.0,5.5,,5.5
86772428.0,13.0,,6.0,7.0,7.0,8.5,,6.0,,7.5,,8.0,,8.0,6.0,5.5,5.0,13.0,
86775870.0,7.5,,6.0,6.0,7.5,8.5,,5.0,,8.5,13.0,,5.5,9.5,5.0,,8.5,5.5,6.5
86783105.0,10.0,,6.0,7.5,5.5,8.5,8.5,6.0,5.5,9.5,8.5,5.0,8.5,4.5,4.0,,7.5,7.0,
86787253.0,9.0,DT,5.0,7.0,7,8.0,9.0,5.0,7.0,7,10.0,,10.0,,6.0,,8.0,7.0,7.0
86789482.0,5.5,,6.0,7.0,6.0,6.0,6.5,6.0,7.0,7.0,6.5,8.5,6.5,7.5,7.0,7.0,8.0,8.5,2.5
86794623.0,12.0,,4.0,5.5,5.0,5.0,6.0,5.0,4.5,6.0,4.0,,,,,,,,
86801228.0,8.0,,6.0,8.0,5.0,7.5,8.5,6.0,7.5,9.5,8.0,,8.5,,6.0,,8.5,8.5,9.0
86810739.0,,,,,,,,,,,,,,5.0,,,,,
86815154.0,,DT,5.0,5.0,5.5,3.5,,13.0,4.0,13.0,,4.5,,1.5,6.0,0.0,5.5,6.0,2.5
86816634.0,7.5,,6.0,6.5,1.0,5.5,,9.0,5.0,5.5,,5.5,,,,,,,
86819628.0,,DT,5.0,6.0,6.5,5.5,,6.0,5.5,5,,,,13.0,5.0,,2.0,13.0,
86820124.0,12.0,,5.0,5.5,6.5,6.5,12.0,6.0,6.0,5.0,6.5,,4.5,,,,,,
86821877.0,,,8.0,6.0,8.0,6.5,,5.0,,8.5,,,,,,,,,
86826773.0,,,,,,,,,,,,,,,,,6.0,7.5,5.5
86829517.0,12.0,,6.0,,13.0,3.5,12.0,5.0,,2.0,12.0,,12.0,,,,,,
86830143.0,7.5,,6.0,8.5,6.5,7.0,,5.0,8.0,9.0,,,,,,,8.5,7.0,
86831407.0,,DT,6.0,5.0,1,5.0,,6.0,3.5,VT,,2.5,,0.5,13.0,0.0,0.0,,
86848509.0,,DT,5.0,3.0,VT,3.0,,,,,,,,,,,,,
86859123.0,5.0,,8.0,5.0,4.0,2.5,5.0,5.0,4.5,5.0,,5.5,,,,,,,
86861454.0,7.5,,7.0,7.5,6.5,6.0,6.0,5.0,5.0,7.0,8.0,,,,5.0,,8.0,6.0,6.5
86869038.0,6.0,,7.0,6.5,1.0,6.5,,13.0,13.0,,,,,,,,,,
86872341.0,,,9.0,9.5,7.0,8.5,7.5,6.0,,9.5,,9.5,8.5,,5.0,8.0,9.0,9.0,9.0
86878102.0,12.0,,5.0,,4.5,4.5,12.0,,,4.5,7.0,,,,,,,,
86880203.0,10.0,,7.0,7.5,5.5,5.0,9.5,7.0,7.0,6.0,7.0,7.0,7.0,4.5,6.0,5.5,7.0,8.0,
86880367.0,7.0,,7.0,8.0,7.5,7.0,5.5,6.0,6.5,8.0,6.0,6.0,13.0,7.0,6.0,6.0,6.5,7.0,7.5
86883107.0,,,5.0,5.5,1.5,4.5,,5.0,4.5,4.5,,13.0,,1.0,5.0,4.5,4.5,,
86884630.0,10.0,DT,6.0,6.0,13.0,5.5,10.0,5.0,6.0,8,10.0,9.0,8.5,6.0,5.0,,8.5,8.0,8.5
86902646.0,,DT,4.0,5.5,1.5,4.5,,5.0,0.0,VT,,2.0,,1.0,5.0,,5.0,,
86912202.0,10.0,,7.0,7.0,2.0,5.5,10.0,6.0,5.0,8.5,9.5,7.0,,7.5,5.0,,,,
86924545.0,6.5,,5.0,7.0,9.0,,5.0,4.0,8.5,8.5,,7.0,4.0,7.5,5.0,7.5,8.0,7.5,
86928938.0,,,4.0,,,,,,,,,,,,,,,,
86938465.0,6.5,,6.0,6.0,5.5,6.5,4.5,6.0,,7.0,0.0,8.0,,5.0,6.0,5.0,6.0,,
86938603.0,,,5.0,8.0,5.0,6.0,,6.0,5.0,7.0,,5.0,,6.0,8.0,,7.0,8.0,
86942373.0,,,8.0,5.0,,,,7.0,5.5,4.0,,,,,6.0,5.0,2.0,,5.0
86945850.0,5.5,,5.0,7.0,7.5,8.5,5.5,5.0,7.5,7.0,4.5,,3.0,,5.0,,6.0,7.0,7.0
86963527.0,10.0,12,12.0,,5.0,5.5,10.0,12.0,,5.5,10.0,,9.0,,12.0,13.0,6.5,5.0,
86965763.0,12.0,,8.0,6.5,5.5,6.0,12.0,5.0,6.0,6.5,7.5,,4.5,,,,6.5,7.0,
86983806.0,10.0,DT,7.0,7.5,8.5,8.0,10.0,5.0,9.5,9.0,10.0,8.0,8.0,6.0,5.0,,8.5,,22.0
86985883.0,10.0,,5.0,8.5,7.0,7.0,10.0,6.0,,9.0,13.0,8.0,,9.0,5.0,9.0,6.5,8.5,7.5
86994110.0,10.0,,13.0,,13.0,13.0,9.0,,,13.0,,,,,,,,,
86996959.0,6.0,,5.0,6.0,4.0,2.5,5.0,5.0,2.5,6.5,5.0,6.5,3.5,2.0,5.0,,,6.0,
87007105.0,7.5,,6.0,6.5,6.5,6.0,6.0,7.0,6.5,8.5,7.5,8.0,7.0,4.5,7.0,7.5,,6.0,5.5
87019989.0,,,,,,,,,,,,,,,,,,,13.0
87022037.0,6.5,,7.0,7.5,4.5,5.0,6.5,7.0,5.0,6.5,7.0,6.5,7.0,6.5,5.0,,,,
87026173.0,5.5,,5.0,6.5,5.5,5.0,,5.0,8.0,6.5,,9.0,,8.0,6.0,6.0,6.0,5.5,6.5
87028026.0,5.5,DT,5.0,7.5,8.5,5.0,13.0,8.0,7.5,9.0,0.0,,,7.5,7.0,6.5,7.0,5.0,4.5
87035563.0,,,7.0,6.0,,,,5.0,,,,,,,7.0,,,,
87039424.0,,,6.0,,,,,5.0,2.0,,,6.5,,6.0,7.0,,,,
87039723.0,,,5.0,6.0,1.5,2.5,,6.0,1.5,4.0,,,,,,,,,
87041404.0,10.0,DT,5.0,6.0,5.5,6.5,6.5,6.0,7.5,6.0,6.0,2.5,13.0,6.0,6.0,5.0,7.5,6.5,6.5
87045101.0,12.0,,6.0,,6.0,6.0,12.0,5.0,5.5,7.0,7.0,13.0,8.0,,,,11.0,,
87048084.0,12.0,,6.0,7.0,6.0,6.0,7.0,5.0,6.0,8.0,6.5,,,,,,8.5,8.5,
87049688.0,7.5,,10.0,6.0,5.5,5.5,7.0,7.0,5.0,8.0,6.5,9.0,,6.5,7.0,5.0,7.5,,6.5
87064024.0,,,,,9.5,,,6.0,,8.5,,,,,7.0,7.0,,7.5,
87068100.0,7.0,DT,6.0,6.0,6.0,7.0,7.0,5.0,6.5,7.0,6.5,,5.5,,7.0,5.5,8.0,6.0,12.0
87082261.0,,,,,,,,,,1.0,,,,,13.0,,5.0,,
87091174.0,10.0,,5.0,6.0,5.5,6.5,9.0,5.0,5.5,1.0,5.0,2.0,4.0,1.5,3.0,6.5,,7.0,7.0
87094942.0,7.5,,6.0,6.5,2.0,5.5,5.5,7.0,1.0,7.0,6.5,5.5,7.0,13.0,7.0,,6.0,,
87101985.0,7.0,,6.0,6.5,5.5,4.0,7.5,5.0,5.0,6.0,,,,,,7.5,,,
87109002.0,12.0,12.0,12.0,12.0,6.5,7.25,12.0,12.0,7.9,8.3,12.0,7.4,12.0,7.1,12.0,12.0,7.4,8.35,6.95
87111768.0,,,5.0,,,,,8.0,,,,5.5,,6.5,,,5.0,,
87122494.0,6.5,,7.0,5.0,5.5,5.0,7.5,5.0,5.0,7.0,,,,,,,,,
87132161.0,10.0,DT,6.0,8.0,8.5,6.0,10.0,6.0,8.0,9.0,10.0,,9.5,7.5,7.0,7.5,8.5,8.0,8.5
87133237.0,5.5,DT,8.0,5.0,8.5,5.5,5.0,7.0,5.5,7.0,5.5,2.5,1.0,5.0,6.0,,5.5,4.0,7.0
