MASV1,LA1003,MI1003,PE1003,CH1003,MT1003,PH1003,LA1005,PE1005,MT1005,MT1007,LA1007,MT1009,LA1009,MT2001,PE1007,SP1007,SP1003,SP1005,SP1009
11057456.0,,,,,,,,,,,,,,,,,8.5,,
11072235.0,10.0,,5.0,9.5,6.5,6.0,10.0,5.0,5.0,9.5,8.5,6.5,7.0,7.0,5.0,5.0,5.0,,
11079435.0,7.0,,8.0,6.0,1.0,4.5,,7.0,0.0,2.5,,,,,,,,,
11084790.0,,,,,,,,,,,,,,,,,,,5.0
11094730.0,,KD,VT,,VT,0.0,,,,VT,,,,,,,,,
11106755.0,9.5,DT,7,5.5,6.5,5.5,10.0,5.0,5.5,8.0,10.0,,10.0,5.0,5.0,7.0,7.0,8.0,6.0
11119717.0,,,6.0,6.5,5.5,5.5,,7.0,4.5,7.0,,7.5,,0.5,6.0,,6.5,,
11129940.0,4.5,DT,6,5.5,7,5.5,,6.0,6.0,6.5,,,,5.5,13.0,,6.0,,6.0
11131304.0,6.5,DT,6,8.0,5,5.0,8.0,5.0,7.0,8.5,8.0,,5.5,7.0,6.0,,8.0,6.0,5.5
11144729.0,4.0,,5.0,8.0,4.5,6.0,,6.0,1.5,7.0,,5.0,,5.0,7.0,,,,
11148265.0,,,,,,,,,,,,,13.0,,,,13.0,,
11158284.0,10.0,DT,7,7.0,6.5,5.0,10.0,7.0,5.5,6,10.0,6.5,10.0,6.0,5.0,8.5,8.0,7.0,7.0
11172480.0,7.0,,2.0,4.5,2.0,5.0,5.5,6.0,1.0,1.5,13.0,7.5,,5.0,8.0,,,,
11174324.0,12.0,,4.0,4.5,1.0,4.5,12.0,5.0,5.0,6.0,12.0,,12.0,,,,4.5,7.0,
11178754.0,,,6.0,,,,,,,,,,,,,,,,
11183878.0,6.5,,6.0,,7.0,7.0,,7.0,4.5,7.5,,,,,,,,,
11190746.0,,,5.0,5.5,0.0,6.0,,13.0,1.0,13.0,,3.0,,,,,,,
11196529.0,6.5,DT,5,5.5,6,7.5,13.0,5.0,7.0,6.5,2.0,2.5,,6.0,5.0,,6.5,,6.0
11204300.0,9.0,DT,7,7.5,8,6.0,7.5,5.0,8.0,7,8.0,9.0,7.5,9.5,6.0,,7.0,8.0,7.5
11206019.0,5.0,,6.0,5.5,7.5,6.0,,7.0,7.0,7.0,,5.5,,,,,,,
11217642.0,,,,,,,,,,,,,,13.0,,,,,
11218960.0,12.0,,6.0,6.0,0.5,5.5,12.0,6.0,0.0,5.0,12.0,5.0,12.0,,,,,,
11219821.0,7.5,,7.0,,7.0,6.5,,7.0,6.0,8.5,,,,,,,,,
11222254.0,,,,,,,,,,,,,,13.0,,,,,
11224072.0,13.0,,5.0,13.0,4.0,4.5,13.0,4.0,13.0,1.5,,13.0,,13.0,13.0,,,,
11225691.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0
11231741.0,13.0,,13.0,,0.5,3.0,0.0,7.0,1.0,2.5,,,,,,,,,
11236771.0,6.0,,5.0,9.5,6.0,7.0,7.5,7.0,7.5,8.0,,,,,7.0,,9.0,7.5,8.0
11237595.0,12.0,,13.0,0.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,,13.0,,,,,,
11240794.0,5.0,,5.0,5.5,5.5,,2.5,6.0,6.5,7,,,,,5.0,6.0,6.5,,6.0
11246038.0,,,7.0,5.5,2.0,5.0,,5.0,5.0,6.5,,4.5,,4.5,5.0,,6.0,5.5,6.5
11249538.0,10.0,DT,6,8.0,5.5,5.5,10.0,6.0,7.5,5.5,8.5,,6.0,5.0,7.0,7.5,7.5,6.5,7.5
11254154.0,9.5,,7.0,6.5,2.5,6.0,7.5,6.0,5.0,6.5,8.0,7.0,7.0,6.0,6.0,8.5,8.5,,
11265278.0,,,5.0,,,,,7.0,8.0,,,7.5,,8.0,6.0,,,,
11272895.0,,,,6.0,,,,,,,,,,,,,,,
11273087.0,5.0,,6.0,6.0,5.0,5.0,,6.0,2.5,5.5,,,,,,,,,
11273550.0,5.5,,5.0,6.0,2.0,6.5,3.0,7.0,1.5,8.0,13.0,4.5,,6.0,5.0,,,,
11286180.0,12.0,,13.0,5.0,0.0,2.0,12.0,3.0,13.0,3.5,0.0,,0.0,,,,,,
11292503.0,10.0,DT,6,7.5,7.5,6.5,10.0,6.0,5.5,8.5,10.0,10.0,9.5,6.0,5.0,13.0,7.5,,7.5
11293558.0,,,,,,13.0,,,,,,,,,,,,,
11294109.0,10.0,DT,6,7.0,8,8.0,10.0,6.0,7.5,9,9.0,10.0,6.5,5.0,5.0,,,6.5,7.5
11297546.0,10.0,DT,8,6.5,8.5,7.5,10.0,5.0,8.0,9,10.0,,8.0,6.5,5.0,8.0,8.0,7.0,7.5
11304497.0,8.0,,8.0,5.0,6.0,5.5,0.0,6.0,4.5,5.5,8.0,7.0,7.5,6.0,6.0,,7.5,,
11311550.0,6.0,,7.0,5.5,5.0,6.0,7.0,6.0,8.5,8.5,7.5,9.5,6.5,7.5,6.0,8.5,6.5,,
11314734.0,8.0,,6.0,8.0,8.5,8.0,7.5,6.0,8.5,9.5,8.5,9.0,,7.5,9.0,7.5,,8.5,
11315689.0,13.0,,7.0,7.5,6.5,7.0,7.0,5.0,7.5,8.5,,8.0,,5.0,5.0,,,,
11325691.0,1.5,,7.0,6.0,5.0,5.5,,5.0,5.0,7.5,,,,,,,,,
11330603.0,,,,,,,,,,,,,,,,,7.0,4.0,5.0
11337124.0,12.0,,5.0,,0.5,4.5,12.0,,,4.5,12.0,,12.0,,,,,,
11340748.0,10.0,,6.0,8.0,7.0,8.0,10.0,6.0,9.5,9.0,8.5,10.0,6.0,6.0,8.0,7.5,8.0,7.0,6.5
11366085.0,10.0,DT,8.0,7.5,7.5,6.0,10.0,5.0,7.0,9,10.0,8.0,8.0,4.5,6.0,,7.5,8.0,6.0
11378790.0,4.0,,7.0,6.5,6.0,2.0,,6.0,5.0,6.5,,,,,,,,,
11391676.0,2.5,,13.0,6.5,1.0,6.5,,13.0,2.5,7.0,,5.0,,4.0,2.0,,6.5,7.5,6.5
11401019.0,5.5,,5.0,6.0,5.0,6.0,4.5,7.0,6.0,8.0,7.5,8.0,,5.0,5.0,6.0,7.0,,7.0
11421429.0,7.5,,8.0,7.5,8.5,7.0,,5.0,7.5,8.0,,8.0,,,,,,,
11422068.0,12.0,,13.0,13.0,13.0,13.0,12.0,,,,12.0,,12.0,,,,,,
11423580.0,,,6.0,6.0,5.5,6.5,,6.0,0.0,5.0,,,,1.5,5.0,,,,
11424928.0,6.5,,5.0,5.0,5.0,7.0,5.5,6.0,,8,5.0,,5.5,,,5.0,7.5,6.5,7.0
11428157.0,13.0,DT,6,6.0,5,5.5,6.5,6.0,13.0,13.0,13.0,,,,2.0,5.5,6.0,5.0,1.0
11438516.0,,,5.0,,6.5,6.5,,6.0,6.0,8.0,,,,,,,,,
11441860.0,0.0,,8.0,2.5,0.5,4.0,2.5,13.0,,1.5,,0.0,,1.0,13.0,,2.5,3.5,
11441886.0,,,5.0,4.5,1.0,5.5,,7.0,2.5,5.5,,7.0,,,5.0,6.0,,,
11443367.0,,,5.0,4.5,2.0,5.0,,4.0,13.0,2.0,,,,,,,,,
11445134.0,,,6,5.0,7.5,6.5,,6.0,,,,,,8.0,5.0,6.0,6.0,13.0,6.5
11457184.0,,KD,VT,,VT,0.0,,,,VT,,,,,,,,,
11471001.0,10.0,,7.0,5.5,1.0,2.5,10.0,13.0,,13,13.0,,0.0,,,0.0,1.0,13.0,
11474217.0,10.0,DT,7,5.0,5.5,6.5,10.0,5.0,5.0,5,9.5,7.0,7.0,5.0,7.0,,7.5,5.5,6.0
11475822.0,10.0,DT,6,6.5,6,6.0,10.0,6.0,6.0,7.5,10.0,6.5,8.0,,6.0,6.5,5.5,6.5,5.5
11476868.0,,,6.0,2.0,5.0,6.5,,5.0,2.0,5.0,,,,,,,,,
11477968.0,7.5,,6.0,5.0,,6.0,13.0,6.0,2.5,6.0,0.0,3.5,,5.5,5.0,,,,
11482913.0,10.0,DT,5,4.0,6.5,6.0,10.0,6.0,6.0,7.5,7.5,8.0,5.0,,7.0,,7.0,,6.0
11483054.0,,,7.0,4.5,,,,5.0,,7.5,,,,,5.0,,,,
11487988.0,5.0,,6.0,6.0,5.0,6.0,5.5,7.0,,6.5,5.5,7.0,,4.5,5.0,6.0,6.5,5.5,6.0
11490733.0,6.5,,8.0,6.5,1.0,2.0,3.5,9.0,1.5,7.0,,13.0,,13.0,6.0,,5.5,,
11493400.0,10.0,DT,6,6.5,9,7.0,8.0,5.0,8.0,8.5,5.5,,6.5,,5.0,6.0,8.0,7.0,6.0
11494059.0,12.0,,6.0,6.0,4.0,5.5,12.0,7.0,1.0,5.0,12.0,,6.5,,,5.5,,,
11519956.0,,,8.0,,,,,,,,,,,,,,,,
11524177.0,10.0,DT,6.0,8.0,5.5,5.5,10.0,8.0,6.0,8.5,,7.5,,4.5,6.0,,7.5,5.0,7.0
11524526.0,5.5,DT,7.0,5.5,6.0,6.0,,5.0,9.5,7.0,,,,6.5,6.0,,9.0,7.0,6.0
11533459.0,,,5.0,,,,,,,,,,,,,,,,
11537557.0,7.0,,5.0,5.0,6.5,5.5,6.5,5.0,,7.0,6.5,9.0,7.0,7.0,5.0,,8.0,5.5,6.5
11540473.0,12.0,,,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,6.5,12.0,5.4,,12.0,12.0,12.0,12.0
11542032.0,,,7.0,6.5,6.5,7.5,,5.0,,8.0,,,,,,7.0,,6.0,6.5
11546400.0,,,7.0,7.0,,,,5.0,8.0,,,,,,5.0,7.5,,8.0,8.5
11552797.0,10.0,,5.0,4.5,0.0,4.5,7.0,13.0,13.0,0.0,5.0,,7.5,13.0,5.0,,,,
11557846.0,7.5,,8.0,7.0,5.5,5.5,,8.0,6.0,6.0,,,,,,,,,
11569913.0,5.5,,6.0,5.0,0.5,5.0,13.0,6.0,4.0,4.5,5.0,3.0,,13.0,5.0,4.5,7.0,,
11571108.0,,,,,13.0,,,,,,,,,,,,,,
11573388.0,5.5,DT,7.0,,5.0,6.0,3.5,5.0,,7.0,0.0,,,,3.0,6.5,,3.5,6.0
11578700.0,,,5.0,1.5,4.5,5.5,,13.0,0.0,2.0,,,,,,,,,
11580965.0,0.0,,5.0,,13.0,13.0,,13.0,,13.0,,,,,,,,,
11581585.0,0.0,,7.0,7.0,7.0,8.0,7.5,6.0,7.5,8.5,,9.0,,6.5,5.0,,,,
11585543.0,10.0,DT,6.0,7.5,7.5,7.0,10.0,5.0,5.5,7.0,10.0,8.0,9.0,5.5,7.0,,6.0,8.0,7.5
11585963.0,6.5,,23.0,,,,,23.0,,,,,,,,,,,
11609149.0,,,,,,,,,,,,,,,,,,,5.0
11610760.0,,,8.0,6.0,5.5,5.5,,5.0,7.0,7.5,,,,,,,0.0,8.5,
11612439.0,7.5,,8.0,8.5,5.5,5.5,7.5,6.0,6.5,8.0,,7.5,,,,,,,
11623634.0,6.5,,6.0,,1.0,2.5,6.0,13.0,,1.0,,,,,,,,,
11626505.0,,,13.0,,,,,,,,,,,,,,,,
11642704.0,4.5,,7.0,6.0,5.0,5.5,,7.0,4.0,7.0,,6.0,,,,4.5,,,
11651613.0,,,13.0,13.0,0.5,2.0,,13.0,13.0,3.5,,,,13.0,,,13.0,,
11653470.0,9.0,,7.0,8.5,5.5,7.5,8.0,6.0,5.5,7.0,,,,,5.0,7.5,8.5,7.0,8.0
11655103.0,6.5,,6.0,4.5,7.0,7.5,5.5,6.0,,7.5,7.0,5.0,6.0,7.5,6.0,7.5,6.5,5.5,
11657454.0,,,6.0,7.5,8.0,8.0,,9.0,,9.0,,,,,,,,,
11680408.0,6.5,,7.0,5.5,5.5,5.5,5.5,5.0,2.0,6.0,,7.5,,,,,,,
11686266.0,,,6.0,,,,,,,,,,,,,,,,
11690994.0,7.0,,8.0,7.0,7.0,7.5,6.5,7.0,8.0,9.0,,8.0,,,,7.0,,,
11695450.0,,,,,,,,,,,,,,6.0,,,,,
11711477.0,12.0,,8.0,8.0,7.0,5.5,12.0,6.0,8.0,8.5,12.0,,12.0,,,,8.0,7.5,
11716009.0,6.0,,5.0,9.5,7.5,7.5,6.5,6.0,7.0,6.5,,,,,,,,,
11718056.0,7.5,,8.0,6.5,7.0,,6.0,6.0,8.0,9,7.5,,7.0,,5.0,,5.0,,7.0
11718977.0,,,5,,7.0,,,5.0,,6.5,,,,,6.0,,,,
11719573.0,6.0,,5.0,7.5,7.0,,5.5,7.0,8.5,7.0,6.0,8.5,,8.5,5.0,5.5,6.0,6.0,
11720226.0,,,3.0,,5.5,4.5,,13.0,0.0,7.0,,,,,,,4.0,,
11721423.0,6.5,,7.0,8.0,6.5,5.5,,5.0,6.5,8.0,,9.5,,,5.0,5.5,,,
11721793.0,12.0,,8.0,8.5,7.5,6.5,12.0,7.0,7.5,8.0,12.0,,7.5,,,,8.0,8.5,
11727447.0,,,13.0,,,,,5.0,,,,2.5,,5.5,4.0,,0.0,,
11732261.0,12.0,,13.0,,2.0,5.0,12.0,13.0,,2.0,5.0,,4.0,,,,,,
11739520.0,,,7.0,8.5,9.5,8.5,,5.0,,9.5,,,,,,,,,
11745941.0,10.0,KD,5,13.0,12.0,12.0,10.0,6.0,6.0,VT,13.0,,7.5,,,,,,
11753616.0,5.0,,5.0,5.0,5.0,5.5,,9.0,4.5,5.0,,,,,,,,,
11757600.0,,,6.0,6.0,4.5,5.0,,7.0,0.5,6.0,,13.0,,5.0,5.0,0.0,5.5,,
11760493.0,0.0,,6.0,6.0,6.0,5.5,,7.0,5.0,5.0,,2.5,,,,,,,
11765350.0,7.0,,7.0,7.0,4.5,5.0,13.0,5.0,,8.0,4.0,8.0,,6.0,7.0,,8.0,6.0,
11768077.0,8.5,DT,7,5.0,6.5,6.0,7.5,5.0,5.0,5,6.0,6.0,1.5,13.0,5.0,,5.0,4.5,4.0
11771190.0,6.5,,8.0,,7.0,6.0,,,,9.0,,,,,,,,,
11771436.0,12.0,,5.0,7.0,7.0,5.0,6.5,7.0,4.5,7.5,7.5,,,,,,,,
11775997.0,6.5,,6.0,5.0,6.0,6.0,,6.0,,7.0,,8.0,,4.5,6.0,,12.0,5.5,5.5
11793451.0,,,7.0,,,,,,,,,,,,,,,,
11799433.0,,,8.0,6.5,5.5,5.5,,7.0,5.0,7.0,,,,,,,,,
11806164.0,,,5.0,6.0,6.5,5.0,,5.0,,8.5,,,,,,,,,
11807058.0,,DT,VT,6.0,4.5,5.0,,5.0,2.0,13.0,,,,13.0,,,,,
11809891.0,4.0,,5.0,7.5,1.0,4.0,,7.0,6.0,5.5,,,,,,,,,
11812286.0,6.5,,7.0,6.0,5.5,6.0,6.5,7.0,5.0,7.0,,6.0,,,,,,,
11833065.0,7.5,DT,5,5.5,5.0,5.5,7.0,5.0,0.0,4.0,5.0,13.0,0.0,13.0,4.0,5.5,11.0,,
11843847.0,,,8,7.5,8.0,8.5,,5.0,,7.5,,,,8.5,,8.0,8.0,,
11866373.0,7.0,,7.0,6.5,7.5,,6.5,8.0,8.5,7.5,0.0,,6.5,,6.0,6.0,7.0,,6.0
11869189.0,,,10.0,7.0,5.0,5.5,,6.0,8.5,7.0,,,,,,,,,
11871294.0,8.5,,7.0,6.5,7.0,7.5,7.5,8.0,6.5,7.0,7.0,,7.5,5.0,5.0,6.5,,,
11878257.0,,,,23.0,,,,,1.0,,,3.0,,,,,,,
11886211.0,,,13.0,,,,,,,,,,,,,13.0,11.0,,
11895938.0,5.5,,,,,,,,,,,,,,,,,,
11902017.0,,DT,6.0,4.5,2.0,4.5,,9.0,1.5,0.5,,13.0,,,6.0,,,,
11902943.0,7.0,,7.0,5.5,1.5,6.0,8.0,6.0,4.5,8.0,7.5,4.5,6.5,5.0,6.0,,8.5,6.5,
11905184.0,9.5,,6.0,7.5,6.5,6.5,7.5,6.0,1.5,5.0,8.5,8.5,7.5,6.5,7.0,8.0,7.5,,
11905681.0,12.0,,8.0,7.0,7.0,5.0,12.0,6.0,7.5,6.0,12.0,,12.0,,,,6.5,7.5,
11908885.0,7.5,,5.0,7.5,8.0,7.0,7.0,6.0,,9.5,7.0,8.5,7.5,5.5,6.0,,,7.0,6.5
11909826.0,6.0,,7.0,5.5,5.0,6.0,13.0,6.0,5.5,7.0,6.0,7.5,,7.0,7.0,,9.0,,6.5
11910869.0,12.0,12.0,12.0,12.0,7.4,5.2,12.0,12.0,5.1,7.0,12.0,5.8,12.0,5.6,12.0,5.9,8.4,7.6,6.0
11933759.0,,,,,,,,,,,,,,,,,6.5,,
11934863.0,7.5,,6.0,7.0,6.5,7.0,7.0,6.0,7.0,8.5,13.0,7.5,7.5,4.0,2.0,5.0,6.5,7.5,8.5
11945250.0,,,5.0,6.0,6.0,3.0,,6.0,,6.0,,,,,,,6.5,,
11948974.0,12.0,,8.0,5.5,4.5,5.0,12.0,7.0,4.0,4.0,12.0,,12.0,,,,,,
11965455.0,6.0,DT,6.0,6.0,6.0,5.0,5.5,6.0,5.0,7.0,3.0,7.5,,5.0,5.0,6.5,6.0,7.0,5.5
11968298.0,8.0,,8.0,6.5,8.0,7.0,8.5,6.0,6.5,6.5,7.5,,8.0,7.0,5.0,5.5,6.0,,
11971311.0,0.0,,7.0,7.0,5.0,5.5,,5.0,5.0,5.5,,,,6.0,7.0,,8.5,,
11975728.0,10.0,,5.0,7.0,6.0,6.5,6.0,7.0,5.5,8.0,,7.5,5.5,4.5,6.0,,,,
11986866.0,,,5.0,5.5,4.0,5.5,,8.0,1.5,5.0,,4.5,,3.5,4.0,5.0,2.0,,
11993392.0,13.0,,9.0,7.5,6.5,5.5,,7.0,13.0,13.0,,,,,,,6.5,13.0,
12000507.0,8.5,,5.0,7.0,5.0,7.0,7.0,6.0,5.5,8.5,7.5,6.0,7.0,7.5,7.0,8.0,,,
12002283.0,4.5,,7.0,6.0,4.0,4.5,3.0,6.0,,8.0,,7.5,,6.5,6.0,5.5,8.5,,
12007880.0,10.0,DT,6.0,5.5,7.0,5.5,6.5,5.0,6.5,8.0,RT,7.0,,5.0,5.0,7.0,6.0,6.5,1.5
12044070.0,12.0,,6.0,8.0,6.0,2.0,12.0,7.0,5.5,6.0,12.0,,7.0,,,,7.0,8.0,
12050910.0,7.5,,5.0,6.5,5.5,5.0,3.5,6.0,5.5,8.5,5.5,6.0,,2.0,6.0,5.0,,,
12051675.0,,,7.0,,,,,,,,,,,,,,,,
12051935.0,7.5,,6.0,7.5,7.5,7.5,7.0,5.0,,9.5,7.0,8.5,7.0,7.5,8.0,7.5,8.0,6.0,8.0
12064991.0,,,,,,,,,,,,,,13.0,,,,,
12066484.0,,,,,,,,,,,,,,4.0,,,,,
12069391.0,,,,,,,,,3.0,,,,,5.5,,,,,
12076258.0,,,,,0.5,,,,,13.0,,,,,,,,,
12079072.0,5.0,,8.0,8.5,5.5,6.5,5.5,8.0,8.0,9.0,,,,7.0,7.0,,,,
12083769.0,,,6.0,6.0,5.5,5.5,,5.0,4.5,7.0,,7.5,,6.5,5.0,,5.5,6.5,
12086568.0,,,5.0,5.5,5.0,8.0,,5.0,0.0,5.5,,6.5,,5.5,6.0,4.0,5.5,5.0,6.5
12089098.0,8.5,,3.0,7.5,6.5,6.5,7.5,6.0,,8.5,8.0,9.5,7.5,6.5,6.0,,7.0,6.5,
12103513.0,8.5,,5.0,6.5,4.5,5.0,0.0,5.0,0.0,4.5,7.5,1.5,5.0,1.0,6.0,5.5,,,
12107956.0,,,5.0,,,,,13.0,13.0,,,13.0,,,,,13.0,,
12110854.0,7.0,,8.0,6.0,5.0,4.5,,5.0,5.0,5.5,,,,,,,,,
12116902.0,,,,,,,,13.0,,,,,,,,,,,13.0
12118103.0,6.0,,7.0,7.0,5.0,7.0,7.0,6.0,7.0,6.5,8.5,8.0,7.5,7.0,5.0,,8.0,7.5,7.0
12121845.0,,,13.0,13.0,13.0,13.0,,,,13.0,,,,,,,,,
12148173.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,9.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0
12157677.0,8.5,,9.0,7.0,5.5,6.0,7.0,7.0,5.0,6.0,7.0,,,,6.0,8.0,7.5,8.0,
12160769.0,6.0,,6.0,7.0,7.0,5.0,5.0,9.0,5.0,7.0,,6.5,,,,,,,
12162673.0,12.0,,4.0,5.0,7.0,5.5,6.5,5.0,4.5,6.0,,5.5,6.5,,,,,,
12164132.0,5.0,,7.0,6.0,5.5,6.0,,6.0,6.0,7.5,,,,,,6.0,,,
12165495.0,5.0,,5.0,4.0,4.5,5.0,13.0,5.0,,4.0,0.0,6.5,,4.0,5.0,,,13.0,13.0
12168396.0,,DT,5.0,5.5,5.0,5.5,,7.0,1.0,13.0,,2.0,,0.0,5.0,,6.0,5.0,4.0
12170038.0,13.0,,6.0,6.0,5.5,5.0,,13.0,,13.0,,,,,,,13.0,,
12178511.0,10.0,,6.0,7.0,7.5,7.5,10.0,7.0,8.5,8.5,8.5,,8.5,,6.0,7.0,8.5,7.5,6.0
12181653.0,,,6.0,6.5,7.5,6.0,,5.0,5.5,8.5,,6.5,,,,,,,
12182777.0,10.0,,7.0,6.5,8.0,7.5,10.0,6.0,6.5,9.0,13.0,7.5,,6.5,6.0,7.0,7.5,6.5,
12188908.0,12.0,,5.0,5.5,4.5,6.5,7.0,6.0,5.5,5.5,7.5,,,,,,,,
12199623.0,,,8.0,,,,,,,,,,,,,,,,
12201042.0,7.0,,6.0,6.5,6.5,,7.5,5.0,6.0,9.0,,9.0,,7.0,5.0,,8.5,6.0,
12224484.0,7.0,,6.0,5.5,5.5,5.0,6.5,8.0,6.0,9.0,,,,,,,,,
12226406.0,6.5,,7.0,6.0,2.0,5.0,5.5,5.0,5.0,8.5,13.0,,3.5,,6.0,6.5,6.5,5.5,6.5
12230591.0,,,13.0,,,,,,,,,,,,,,,,
12238307.0,7.0,DT,5.0,7.5,7.5,5.5,0.0,5.0,,5.0,4.0,5.5,0.0,,1.0,,6.0,6.0,5.0
12241813.0,,,,,,,,,5.0,,,,,,,,,,
12250369.0,4.0,KD,6.0,5.0,5.0,4.5,13.0,5.0,6.0,8.0,,7.5,,2.0,5.0,5.5,7.0,7.5,5.0
12252888.0,,,6.0,7.5,2.0,5.5,,5.0,1.5,7.5,,7.5,,5.5,6.0,,7.5,,
12252972.0,4.5,,5.0,,5.0,5.5,,5.0,2.5,7.0,,,,,,,,,
12258308.0,,,13.0,,,,,8.0,,,,5.0,,6.0,,,5.5,,
12259586.0,,,8.0,,,,,5.0,8.0,8.5,,,,7.0,,,5.5,7.0,
12269749.0,,,5.0,6.5,7.0,,,9.0,6.5,,,,,,,,,,
12278665.0,10.0,,5.0,8.5,8.5,8.0,8.0,5.0,,8.5,8.0,6.0,7.5,7.5,5.0,7.5,7.0,7.5,7.5
12285089.0,,DT,7.0,5.5,9.0,6.0,,6.0,8.5,8.5,,7.0,,4.5,5.0,5.0,3.0,4.5,5.5
12290114.0,6.0,DT,5.0,7.0,2.0,4.5,0.0,5.0,7.0,7.5,0.0,,,5.5,3.0,6.5,7.5,,7.0
12293105.0,10.0,DT,5.0,7.0,7.5,8.0,9.0,5.0,9.5,6.5,6.5,7.0,3.0,4.0,6.0,7.0,6.5,6.0,5.5
12300956.0,12.0,,7.0,5.0,5.0,5.0,12.0,7.0,7.0,5.5,12.0,7.0,12.0,,,,,,
12301530.0,,,6.0,13.0,13.0,,,13.0,,,,,,,,7.0,2.0,,
12304859.0,,,6.0,6.5,6.0,7.5,,7.0,7.5,8.0,,,,,,,,,
12311330.0,,,8.0,,,,,,,,,,,,,,,,
12325070.0,13.0,,,,13.0,,,,,,,,,,,,,,
12329975.0,10.0,DT,6.0,7.5,7.0,6.5,10.0,5.0,7.0,7.5,7.5,7.0,5.0,,1.0,5.5,6.5,6.0,6.5
12333258.0,5.5,,5.0,7.0,5.0,5.5,5.0,5.0,5.0,8.0,5.5,,,,4.0,7.0,8.5,5.5,
12340693.0,6.5,,3.0,,1.0,5.0,4.5,5.0,1.0,5.0,,,,,,,,,
12346323.0,7.0,,6.0,5.5,0.5,4.0,6.0,5.0,,2.0,6.0,8.0,6.0,5.5,6.0,5.0,5.0,,
12351061.0,,,6.0,6.5,2.5,5.0,,2.0,1.0,5.5,,,,,,,,,
12356965.0,10.0,DT,7.0,8.5,8.5,7.0,10.0,7.0,7.5,9.0,10.0,8.0,10.0,5.5,6.0,,7.0,5.0,7.0
12364613.0,5.0,,7.0,5.0,4.5,6.0,13.0,6.0,5.5,6.5,,6.0,,13.0,,,,,
12368780.0,,,,5.5,,,,,,,,,,,,,,,
12376158.0,0.0,DT,6.0,6.0,7.5,5.0,5.5,5.0,,6.0,,1.5,,,5.0,13.0,6.5,6.0,5.0
12386223.0,,,,,,,,,,,,,,13.0,,,,,13.0
12386454.0,9.5,,6.0,5.0,5.0,7.5,9.0,6.0,2.0,6.0,8.5,6.5,9.0,4.5,5.0,,,,
12394604.0,12.0,,7.0,9.0,9.0,6.5,6.5,9.0,7.5,8.0,6.5,,,,,,7.5,8.5,
12405678.0,,,5.0,13.0,2.0,4.5,,13.0,13.0,13.0,,,,,,,,,
12414993.0,10.0,DT,7.0,5.5,5.0,5.5,9.0,5.0,5.0,7.0,6.5,,6.0,5.0,5.0,4.0,,6.0,5.5
12417418.0,8.5,DT,6.0,6.0,8.5,6.5,7.0,5.0,5.5,7.5,7.5,1.0,5.0,6.5,3.0,8.0,7.5,7.0,7.0
12419098.0,10.0,,7.0,4.5,3.0,,10.0,3.0,6.0,6.5,13.0,7.0,,0.5,7.0,6.0,6.5,,
12429656.0,,,8.0,5.5,,,,5.0,1.5,,,,,,9.0,,,,
12430241.0,,,,,5.0,,,,,,,,,,,,,,
12431174.0,,,,,,,,,,,,,,,,,,RT,
12434932.0,7.0,,8.0,5.5,2.5,5.5,,6.0,2.5,6.0,,,,13.0,,,,,
12437831.0,,,,5.0,,,,,,,,,,,,,,,
12445892.0,12.0,12.0,12.0,12.0,6.3,5.5,12.0,12.0,5.2,5.2,12.0,6.9,12.0,5.8,12.0,5.2,7.2,7.3,6.75
12446629.0,12.0,,6.0,5.0,5.0,4.5,12.0,5.0,2.0,1.0,12.0,,6.5,,,,,,
12455325.0,5.0,,4.0,2.5,12.0,5.0,,6.0,5.0,5.0,4.5,1.0,6.5,5.5,6.0,,6.5,,
12458679.0,10.0,,6.0,6.0,6.5,6.0,10.0,6.0,,13.0,8.0,7.5,5.5,5.5,3.0,7.5,6.0,6.5,2.5
12464895.0,,,,,,,,,,,,,,5.5,,,,,
12466776.0,,,4.0,,2.5,4.5,,8.0,0.0,2.5,,,,,,,,,
12479735.0,10.0,,5.0,6.0,5.5,6.0,8.5,5.0,2.0,5.0,7.0,6.5,,4.5,8.0,,4.5,,
12481765.0,10.0,DT,6.0,5.5,8.5,6.0,10.0,5.0,5.5,7.5,10.0,7.5,10.0,5.5,5.0,,8.0,7.5,7.5
12482975.0,7.0,,5.0,5.5,5.0,4.5,,3.0,4.0,5.0,,,,,,,,,
12484568.0,12.0,,6.0,7.5,5.0,7.5,12.0,6.0,5.0,6.0,12.0,9.0,12.0,,,,,,
12487562.0,13.0,DT,5.0,5.0,6.0,6.5,,5.0,7.0,7.5,,7.0,,13.0,4.0,,5.0,3.5,6.0
12489425.0,6.0,,6.0,5.0,4.5,4.5,7.0,6.0,2.0,5.5,,,,,,,,,
12490943.0,,,,,,,,,2.5,,,,,,,,,,
12492142.0,10.0,DT,6.0,6.0,9.0,4.5,10.0,5.0,5.5,7.0,8.0,6.5,6.5,7.0,5.0,,6.5,7.5,6.5
